"ability_id","ability_name","ability_abbreviation","description_short","description_full","ability_type","ability_subtype","archetype_tags","warrior_unlock","arms_unlock","fury_unlock","protection_unlock","unlock_source","subclass_filter","requires_ability","unlocks_ability","replaces_ability","modified_by","wow_cost_rage","bg3_action_cost","bg3_resource_cost","bg3_cooldown","bg3_file_type","bg3_spell_type","bg3_spell_success","bg3_target_conditions","damage_formula_bg3","status_applied","implementation_status","implementation_priority","implementation_notes","bg3_other_resource_cost","wow_mechanic_type","bg3_mechanic_equivalent","resource_cost_rage","damage_formula","granted_by_subclass","localization_handle_name","localization_handle_description"
"WAR_Raging_Armaments","Raging Armaments","RA","minor mastery buff, with a very important Enrage extension, which helps keep Bloodthirst active i...","minor mastery buff, with a very important Enrage extension, which helps keep Bloodthirst active in the rotation.","Passive","Talent-Passive","Passive,Enrage,Conditional-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Conditional bonus while Enraged status active","","","","","","","h78fe4967g00d1g0000g0000g000000000001","h78fe4967g00d2g0000g0000g000000000001"
"WAR_Swift_Strikes","Swift Strikes","SS","a minor haste buff, with a small rage generation increase which adds up significantly over the co...","a minor haste buff, with a small rage generation increase which adds up significantly over the course of a dungeon or encounter.","Passive","Single-Target-Attack","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g00d3g0000g0000g000000000001","h78fe4967g00d4g0000g0000g000000000001"
"WAR_Defender_s_Aegis","Defender's Aegis","DA","Grants a 2nd charge of  Shield Wall and significantly reduces the base cooldown.","Grants a 2nd charge of  Shield Wall and significantly reduces the base cooldown.","Passive","Talent-Passive","Passive,Cooldown-Reduction","Auto-Grant","Auto-Grant","Auto-Grant","8","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Reduces cooldowns - BG3 implementation may need custom functor","","","","","","","h78fe4967g00d5g0000g0000g000000000001","h78fe4967g00d6g0000g0000g000000000001"
"WAR_Impenetrable_Wall","Impenetrable Wall","Imp Wall","Reduces the cooldown of  Shield Wall whenever you cast  Shield Slam.","Reduces the cooldown of  Shield Wall whenever you cast  Shield Slam.","Defensive","General","Protection,Defensive,CC-Immunity","","","","8","Baseline","All","Shield Wall","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","None","WAR_IMPENETRABLE_WALL","Not Started","P3","Enhances Shield Wall with CC immunity","","","","","","","h78fe4967g00d7g0000g0000g000000000001","h78fe4967g00d8g0000g0000g000000000001"
"WAR_Focused_Vigor","Focused Vigor","FV","Amazing Talent, offers huge amounts of damage output and Armor for just 1 Talent point, not manda...","Amazing Talent, offers huge amounts of damage output and Armor for just 1 Talent point, not mandatory for pathing but heavily encouraged to pick up!","Offensive","General","Protection,Defensive,Healing","","","","8","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Conditional healing boost during Avatar","","","","","","","h78fe4967g00d9g0000g0000g000000000001","h78fe4967g00dag0000g0000g000000000001"
"WAR_Shield_Specialization","Shield Specialization","SS","Outstanding defensive bonus. Greatly reduces damage taken from blockable hits and is crucial for ...","Outstanding defensive bonus. Greatly reduces damage taken from blockable hits and is crucial for pathing to the Talents that enable the ""Rage Feedback Machine"" further.","Defensive","General","Protection,Passive,Block","","","","","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Simple block chance boost","","","","","","","h78fe4967g00dbg0000g0000g000000000001","h78fe4967g00dcg0000g0000g000000000001"
"WAR_Enduring_Alacrity","Enduring Alacrity","EA","A significant increase in Health and 2% Haste gain makes this talent one of the most attractive t...","A significant increase in Health and 2% Haste gain makes this talent one of the most attractive talents on our talent tree.","Passive","Talent-Passive","Passive,Haste,Attack-Speed","8","8","8","8","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Haste passive - BG3 equivalent could be bonus action or extra attack","","","","","","","h78fe4967g00ddg0000g0000g000000000001","h78fe4967g00deg0000g0000g000000000001"
"WAR_Thunderous_Roar","Thunderous Roar","Roar","stronger than it may seem, due to its bleed damage being uncapped, allowing it to fully damage an...","stronger than it may seem, due to its bleed damage being uncapped, allowing it to fully damage any number of extra targets.","Offensive","AoE-Buff","Arms,AoE,Bleed,Cooldown","9","9","9","9","Baseline","All","","","","","","Action","","90 seconds (OncePerCombat)","Spell_Zone","Zone","DealDamage(2d8+StrengthModifier,Thunder);ApplyStatus(WAR_THUNDEROUS_BLEED,100,5)","AreaTarget()","2d8+StrengthModifier,Thunder","","Not Started","P3","Wowhead: https://www.wowhead.com/spell=384318","","","","","","","h78fe4967g0155g0000g0000g000000000001","h78fe4967g0156g0000g0000g000000000001"
"WAR_Avatar","Avatar","Ava","one of the main personal cooldowns that should always be taken.","one of the main personal cooldowns that should always be taken.","Offensive","General","Cooldown,Burst,Offensive","9","9","9","9","Baseline","All","","","","","0","Action","","3 minutes (OncePerCombat)","Spell_Shout","Shout","ApplyStatus(SELF,WAR_AVATAR,100,10)","Self","None","WAR_AVATAR","Not Started","P2","Wowhead: https://www.wowhead.com/spell=107574","","","","","","","h78fe4967g015bg0000g0000g000000000001","h78fe4967g015cg0000g0000g000000000001"
"WAR_Champion_s_Spear","Champion's Spear","Spear","aligns well with other 90s cooldowns, though not generally as useful as Thunderous Roar.","aligns well with other 90s cooldowns, though not generally as useful as Thunderous Roar.","Offensive","General","Offensive,Major-Cooldown,AoE,90s-Cooldown","9","9","9","9","Baseline","All","","","","","","Action","","90 seconds","Spell_Projectile","Projectile","DealDamage(4d10+StrengthModifier,Physical);ApplyStatus(WAR_CHAMPION_SPEAR_BUFF,100,6)","Distance() <= 18 and not Dead()","","","Not Started","P1","Aligns with other 90s cooldowns. Not as useful as Thunderous Roar generally.","","","","","","","h78fe4967g01e3g0000g0000g000000000001","h78fe4967g01e4g0000g0000g000000000001"
"WAR_Battlelord","Battlelord","BAT","creates an entertaining gameplay loop of Mortal Strike refreshing Overpower via Tactician and Ove...","creates an entertaining gameplay loop of Mortal Strike refreshing Overpower via Tactician and Overpower refreshing Mortal Strike via Battlelord.","Passive","Talent-Passive","Arms,Overpower-Build,Reset-Mechanic","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Overpower,Mortal Strike","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Entertaining gameplay loop - Mortal Strike refreshes Overpower via Tactician procs.","","","","","","","h78fe4967g00dfg0000g0000g000000000001","h78fe4967g00e0g0000g0000g000000000001"
"WAR_Bloodletting","Bloodletting","BLO","a very important bleed damage increase, which reduces the amount of maintenance required to maint...","a very important bleed damage increase, which reduces the amount of maintenance required to maintain the debuffs and synergizes very well with Skullsplitter and Thunderous Roar/Words.","Passive","Talent-Passive","Passive,DoT,Bleed","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Applies damage over time effect","","","","","","","h78fe4967g00e1g0000g0000g000000000001","h78fe4967g00e2g0000g0000g000000000001"
"WAR_Bladestorm","Bladestorm","BS","Arms major multitarget cooldown, with several very powerful follow-on talents.","Arms major multitarget cooldown, with several very powerful follow-on talents.","Offensive","AoE-Attack","Arms,AoE,Cooldown,Immunity","","9","9","","Baseline","All","","","","","0","Action","","90 seconds (OncePerCombat)","Spell_Zone","Zone","DealDamage(1d6+StrengthModifier,Slashing);ApplyStatus(SELF,WAR_BLADESTORMING,100,4)","AreaTarget()","8*(1d6+StrengthModifier),Slashing","None - Damage Only","Not Started","P3","Wowhead: https://www.wowhead.com/spell=227847","","","","","","","h78fe4967g0143g0000g0000g000000000001","h78fe4967g0144g0000g0000g000000000001"
"WAR_Ravager","Ravager","Rav","a passive alternative to Bladestorm, more suited for use against individual targets.","a passive alternative to Bladestorm, more suited for use against individual targets.","Offensive","AoE-Attack","Arms,Major-Cooldown,AoE,Alternative","","9","9","","Baseline","All","","","","","","None","","90 seconds","Spell_Zone","Zone","SummonObject(WAR_RAVAGER,10,6)","AreaTarget()","DealDamage(MainMeleeWeapon,MainMeleeWeaponDamageType,Magical)","None - Damage Only","Not Started","P1","Passive alternative to Bladestorm. More suited for single targets or Colossus builds.","","","","","","","h78fe4967g014bg0000g0000g000000000001","h78fe4967g014cg0000g0000g000000000001"
"WAR_Sharpened_Blades","Sharpened Blades","SB","a moderate damage increase for Arms' most important rotational abilities.","a moderate damage increase for Arms' most important rotational abilities.","Passive","Talent-Passive","Arms,Damage-Boost,Core-Abilities","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Mortal Strike,Execute","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Moderate damage increase for Arms' most important rotational abilities.","","","","","","","h78fe4967g00e3g0000g0000g000000000001","h78fe4967g00e4g0000g0000g000000000001"
"WAR_Juggernaut","Juggernaut","JUG","provides a large ramping damage increase, though not well suited for short encounters and suscept...","provides a large ramping damage increase, though not well suited for short encounters and susceptible to dropping during downtime.","Passive","Talent-Passive","Arms,Execute-Build,Stacking-Buff","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Execute","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Large ramping damage increase. Not suited for short encounters.","","","","","","","h78fe4967g00e5g0000g0000g000000000001","h78fe4967g00e6g0000g0000g000000000001"
"WAR_Onslaught","Onslaught","Ons","a moderately strong standalone attack, which helps fill extra GCDs in the rotation.","a moderately strong standalone attack, which helps fill extra GCDs in the rotation.","Offensive","General","Fury,Offensive","","","9","","Baseline","All","","","","","30","Action","ActionPoint:1;Rage:30","None","Spell_Target","Target","DealDamage(2d8+StrengthModifier,Physical)","MeleeRange() and not Dead()","2d8+StrengthModifier,Physical","","Not Started","P2","Wowhead: https://www.wowhead.com/spell=315720","","","","","","","h78fe4967g01cfg0000g0000g000000000001","h78fe4967g01d0g0000g0000g000000000001"
"WAR_Reckless_Abandon","Reckless Abandon","RA","causes Bloodthirst and Raging Blow to be replaced by stronger versions - Bloodbath and Crushing B...","causes Bloodthirst and Raging Blow to be replaced by stronger versions - Bloodbath and Crushing Blow, creating a powerful gameplay loop.","Passive","Talent-Passive","Fury,Recklessness-Build,Ability-Replacement","Auto-Grant","Auto-Grant","9","Auto-Grant","Baseline","All","Recklessness","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Bloodthirst and Raging Blow replaced by stronger versions (Bloodbath/Crushing Blow) during Recklessness.","","","","","","","h78fe4967g00e7g0000g0000g000000000001","h78fe4967g00e8g0000g0000g000000000001"
"WAR_Odyn_s_Fury","Odyn's Fury","OF","a very powerful burst damage attack with a short lingering bleed.","a very powerful burst damage attack with a short lingering bleed.","Offensive","General","Fury,AoE,Burst,Cooldown","","","9","","Baseline","All","","","","","","Action","","45 seconds (OncePerShortRest)","Spell_Zone","Zone","DealDamage(3d10+StrengthModifier,Physical);ApplyStatus(WAR_ODYNS_BLEED,100,3)","AreaTarget()","3d10+StrengthModifier,Physical","","Not Started","P3","Wowhead: https://www.wowhead.com/spell=385059","","","","","","","h78fe4967g0149g0000g0000g000000000001","h78fe4967g014ag0000g0000g000000000001"
"WAR_Booming_Voice","Booming Voice","BV","Turns Demoralizing Shout into a good offensive cooldown and Rage generation tool. Grants 30 rage ...","Turns Demoralizing Shout into a good offensive cooldown and Rage generation tool. Grants 30 rage and synergizes very nicely with","Passive","Talent-Passive","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","9","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g00e9g0000g0000g000000000001","h78fe4967g00eag0000g0000g000000000001"
"WAR_Indomitable","Indomitable","Indom","Extremely valuable defensive talent. Substantially increases tankiness and grants a steady trickl...","Extremely valuable defensive talent. Substantially increases tankiness and grants a steady trickle of self-healing. Mandatory if you want to call yourself a tank.","Passive","Talent-Passive","Defensive,Tankiness,Critical","9","9","9","9","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Extremely valuable defensive talent. Substantially increases tankiness and grants ignore pain charges.","","","","","","","h78fe4967g00ebg0000g0000g000000000001","h78fe4967g00ecg0000g0000g000000000001"
"WAR_Violent_Outburst","Violent Outburst","Outburst or VO","Excellent Rage generation increase, one of the vital pillarstones to the ""Rage Feedback Machine"" ...","Excellent Rage generation increase, one of the vital pillarstones to the ""Rage Feedback Machine"" to deal huge amounts of damage and be an absolute brick house of a tank.","Passive","Talent-Passive","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","9","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g00edg0000g0000g000000000001","h78fe4967g00eeg0000g0000g000000000001"
"WAR_Heavy_Handed","Heavy Handed","HH","Allows  Execute to strike 2 additional targets for a reduced amount. Great for raiding and overal...","Allows  Execute to strike 2 additional targets for a reduced amount. Great for raiding and overall damage output!","Passive","Talent-Passive","Arms,Execute-Build,AoE","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Execute","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Execute strikes 2 additional targets for reduced damage. Great for refreshing Sudden Death.","","","","","","","h78fe4967g00efg0000g0000g000000000001","h78fe4967g00f0g0000g0000g000000000001"
"WAR_Uproar","Uproar","UPR","keeps Thunderous Roar aligned with Avatar and other cooldowns, provides a noticeable overall dama...","keeps Thunderous Roar aligned with Avatar and other cooldowns, provides a noticeable overall damage increase, especially in multitarget.","Passive","AoE-Buff","Fury,Cooldown-Reduction,Alignment","10","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Thunderous Roar","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Keeps Thunderous Roar aligned with Avatar and other cooldowns. Noticeable damage increase.","","","","","","","h78fe4967g00f1g0000g0000g000000000001","h78fe4967g00f2g0000g0000g000000000001"
"WAR_Thunderous_Words","Thunderous Words","TW","increases the damage of all bleeds only while Thunderous Roar is active, creating powerful burst ...","increases the damage of all bleeds only while Thunderous Roar is active, creating powerful burst windows that synergize well with Odyn's Fury.","Passive","Talent-Passive","Passive,DoT,Bleed","10","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Applies damage over time effect","","","","","","","h78fe4967g00f3g0000g0000g000000000001","h78fe4967g00f4g0000g0000g000000000001"
"WAR_Berserker_s_Torment","Berserker's Torment","BT","highly effective and extends the duration of their normal counterparts.","highly effective and extends the duration of their normal counterparts.","Passive","Rage-Management","Fury,Recklessness-Build,Duration-Extension","10","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Reckless Abandon","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Highly effective. Extends duration of Bloodbath/Crushing Blow beyond normal counterparts.","","","","","","","h78fe4967g00f5g0000g0000g000000000001","h78fe4967g00f6g0000g0000g000000000001"
"WAR_Titan_s_Torment","Titan's Torment","TT","very strong AoE damage increase, which synergizes with other additional effects from Odyn's Fury.","very strong AoE damage increase, which synergizes with other additional effects from Odyn's Fury.","Passive","Talent-Passive","Fury,Avatar-Build,AoE-Damage","10","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Avatar","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Very strong AoE damage increase. Synergizes with other Avatar effects on Odyn's Fury.","","","","","","","h78fe4967g00f7g0000g0000g000000000001","h78fe4967g00f8g0000g0000g000000000001"
"WAR_Piercing_Challenge","Piercing Challenge","PC","a minor overall damage increase, though the extra rage generation is largely irrelevant.","a minor overall damage increase, though the extra rage generation is largely irrelevant.","Passive","Threat-Gen","Passive,Rage-Generation","10","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g00f9g0000g0000g000000000001","h78fe4967g00fag0000g0000g000000000001"
"WAR_Champion_s_Might","Champion's Might","CM","a short but powerful damage window, which now activates on the target instead of requiring the pl...","a short but powerful damage window, which now activates on the target instead of requiring the player to stand within a specific location.","Passive","Talent-Passive","Offensive,Champion-Spear-Enhancement,Damage-Window","10","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Champion's Spear","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P2","Short but powerful damage window. Activates on target instead of self now.","","","","","","","h78fe4967g00fbg0000g0000g000000000001","h78fe4967g00fcg0000g0000g000000000001"
"WAR_Fatality","Fatality","FAT","provides increased damage during Execute, while keeping the abilities used before Execute relevan...","provides increased damage during Execute, while keeping the abilities used before Execute relevant. It cannot critically strike and does not benefit from class buffs such as Colossus Smash or Avatar, but it can be buffed by primary stat increases like Test of Might or potions.","Passive","Talent-Passive","Fury,Execute-Build,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Execute","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increased damage during Execute phase. Keeps pre-execute abilities relevant.","","","","","","","h78fe4967g00fdg0000g0000g000000000001","h78fe4967g00feg0000g0000g000000000001"
"WAR_Dance_of_Death","Dance of Death","DD","provides a significant damage increase for Bladestorm and can be chained from pack to pack, but t...","provides a significant damage increase for Bladestorm and can be chained from pack to pack, but the timing does not work cleanly with all of Bladestorm's other follow-on talents.","Passive","Talent-Passive","Arms,AoE,Cooldown-Enhancement","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Bladestorm","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Major Bladestorm enhancement","","","","","","","h78fe4967g00ffg0000g0000g000000000001","h78fe4967g0100g0000g0000g000000000001"
"WAR_Unhinged","Unhinged","UNH","a significant single/two target damage increase while using Bladestorm or Ravager, highly effecti...","a significant single/two target damage increase while using Bladestorm or Ravager, highly effective in combination with other effects that synergize with Mortal Strike.","Passive","Talent-Passive","Arms,Bladestorm-Enhancement,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Bladestorm,Ravager","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Significant single/two target damage increase while using Bladestorm or Ravager.","","","","","","","h78fe4967g0101g0000g0000g000000000001","h78fe4967g0102g0000g0000g000000000001"
"WAR_Merciless_Bonegrinder","Merciless Bonegrinder","MB","a major damage increase for Cleave or Whirlwind, creating strong AoE damage windows.","a major damage increase for Cleave or Whirlwind, creating strong AoE damage windows.","Passive","Talent-Passive","Protection,AoE,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Ravager","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Enhances Ravager AoE","","","","","","","h78fe4967g0103g0000g0000g000000000001","h78fe4967g0104g0000g0000g000000000001"
"WAR_Executioner_s_Precision","Executioner's Precision","EP","provides great value to Mortal Strike, keeping the ability relevant during Execute.","provides great value to Mortal Strike, keeping the ability relevant during Execute.","Passive","Talent-Passive","Arms,Execute-Build,Mortal-Strike-Enhancement","Auto-Grant","10","Auto-Grant","Auto-Grant","Baseline","All","","","","Mortal Strike","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Great value to Mortal Strike, keeps it relevant during Execute phase.","","","","","","","h78fe4967g0105g0000g0000g000000000001","h78fe4967g0106g0000g0000g000000000001"
"WAR_Tenderize","Tenderize","TEN","greatly increases the value of Onslaught, both in jumpstarting the rotation and increasing the da...","greatly increases the value of Onslaught, both in jumpstarting the rotation and increasing the damage of Rampage.","Passive","Talent-Passive","Passive,Enhancement,Major-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Major enhancement passive - research specific mechanics needed","","","","","","","h78fe4967g0107g0000g0000g000000000001","h78fe4967g0108g0000g0000g000000000001"
"WAR_Storm_of_Steel","Storm of Steel","SS","gives Ravager a second charge, which is fairly important in most content.","gives Ravager a second charge, which is fairly important in most content.","Utility","General","Arms,Ravager-Enhancement,Extra-Charge","","","","","Baseline","All","Ravager","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Gives Ravager second charge. Fairly important in most content.","","","","","","","h78fe4967g0109g0000g0000g000000000001","h78fe4967g010ag0000g0000g000000000001"
"WAR_Unbridled_Ferocity","Unbridled Ferocity","UF","randomly triggers Recklessness, though its low proc chance leaves it generally uncompetitive.","randomly triggers Recklessness, though its low proc chance leaves it generally uncompetitive.","Passive","Talent-Passive","Fury,Recklessness-Build,Proc","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Recklessness","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Randomly triggers Recklessness. Low proc chance leaves it generally underwhelming.","","","","","","","h78fe4967g010bg0000g0000g000000000001","h78fe4967g010cg0000g0000g000000000001"
"WAR_Depths_of_Insanity","Depths of Insanity","DI","generally uncompetitive, due to its small impact on overall uptime.","generally uncompetitive, due to its small impact on overall uptime.","Passive","Talent-Passive","Fury,Enrage,Duration-Extension","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Generally uncompetitive due to small impact on overall uptime. Extends Enrage duration.","","","","","","","h78fe4967g010dg0000g0000g000000000001","h78fe4967g010eg0000g0000g000000000001"
"WAR_Dancing_Blades","Dancing Blades","DB","triggers a large auto-attack buff, which provides a bonus to Odyn's Fury's single target value.","triggers a large auto-attack buff, which provides a bonus to Odyn's Fury's single target value.","Passive","Talent-Passive","Fury,Odyn-Build,Auto-Attack-Buff","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Odyn's Fury","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Triggers large auto-attack buff. Provides bonus to Odyn's Fury single-target damage.","","","","","","","h78fe4967g010fg0000g0000g000000000001","h78fe4967g0110g0000g0000g000000000001"
"WAR_Titanic_Rage","Titanic Rage","TR","a minor damage buff, but jumpstarts the AoE rotation by auto-applying important buffs, with even ...","a minor damage buff, but jumpstarts the AoE rotation by auto-applying important buffs, with even greater synergy in combination with Titan's","Passive","Rage-Management","Fury,Avatar-Build,AoE-Rotation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Avatar","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Minor damage buff. Jumpstarts AoE rotation by auto-applying important statuses.","","","","","","","h78fe4967g0111g0000g0000g000000000001","h78fe4967g0112g0000g0000g000000000001"
"WAR_Shield_Charge","Shield Charge","SC","Decent offensive cooldown and Rage generation tool. It is not great on its own, but it is good wi...","Decent offensive cooldown and Rage generation tool. It is not great on its own, but it is good with the talent synergy below. Grants 20 rage. It deals slightly more single-target damage than Ravager, but less AoE damage.","Passive","Gap-Closer","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","10","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g0113g0000g0000g000000000001","h78fe4967g0114g0000g0000g000000000001"
"WAR_Battle_Scarred_Veteran","Battle-Scarred Veteran","BSV","Reactive defensive cooldown that provides a ton of damage reduction and increased healing taken. ...","Reactive defensive cooldown that provides a ton of damage reduction and increased healing taken. The 3-minute cooldown is long. After FINALLY being fixed in 10.2.7, this Talent is properly useful for new players and may have niche applications in high keys as a planned defensive. Great tool to recover from a mistake or generally when in trouble.","Passive","Talent-Passive","Passive,Healing,Lifesteal","Auto-Grant","Auto-Grant","Auto-Grant","10","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Lifesteal passive - heal based on damage dealt","","","","","","","h78fe4967g0115g0000g0000g000000000001","h78fe4967g0116g0000g0000g000000000001"
"WAR_Whirling_Blade","Whirling Blade","WB","This talent randomly sends out more frequent and shorter versions of  Ravager.","This talent randomly sends out more frequent and shorter versions of  Ravager.","Passive","Talent-Passive","Protection,Ravager-Enhancement,Proc","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Ravager","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Randomly sends out more frequent and shorter versions of Ravager.","","","","","","","h78fe4967g0117g0000g0000g000000000001","h78fe4967g0118g0000g0000g000000000001"
"WAR_Lightning_Strikes","Lightning Strikes","LS","Random lightning damage proc from rotational abilities.","Random single target damage proc from most rotational abilities. The increased chance is multiplicative (25 * 1.3 = 32.5% chance), rather than additive.","Passive","Single-Target-Attack","Mountain-Thane,Hero-Talent,Lightning-Proc","","","13","13","Hero Talent","Protection,Fury","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P0","Mountain Thane passive - Lightning strikes proc on abilities.","","Proc-Based Damage","OnCast() -> Roll(25% + Bonuses) -> DealDamage(Lightning)","0","1d8+StrengthModifier,Lightning","FuryMountainThane,ProtectionMountainThane","h78fe4967g0001g0000g0000g000000000001","h78fe4967g0002g0000g0000g000000000001"
